date_crawl,link,title,price,rating,provider,ort,start_buch,end_buch,event
2023-03-31,title_53100572,Wohnung in München,150 CHF ,4.82 (98),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_1715753,Privatzimmer in Feldkirchen,86 CHF ,4.87 (129),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_660730413213164117,Privatzimmer in München,92 CHF ,4.53 (34),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_651154264478007204,Privatzimmer in Oberschleißheim,69 CHF ,4.6 (42),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_31727466,Privatzimmer in München,112 CHF ,4.77 (39),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_52169194,Privatzimmer in München,69 CHF ,4.48 (89),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_52167532,Privatzimmer in Unterhaching,92 CHF ,4.97 (30),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_23301219,Wohnung in Feldkirchen,258 CHF ,4.94 (18),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_678188670522786942,Privatzimmer in München,155 CHF ,5.0 (17),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_642482516724822717,Wohnung in München,181 CHF ,4.92 (13),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_19772622,Wohnung in München,,4.73 (215),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_707939444719215943,Privatzimmer in München,121 CHF ,4.25 (4),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_1682832,Privatzimmer in München,130 CHF ,4.33 (39),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_647489893812654719,Privatzimmer in Unterschleißheim,92 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_656124497264144027,Eigentumswohnung in München,216 CHF ,5.0 (4),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_38308742,Hotelzimmer in München,198 CHF ,4.29 (237),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_852991636577189777,Wohnung in München,173 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_799895491022234570,Privatzimmer in Dachau,81 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_4193194,Privatzimmer in München,104 CHF ,4.65 (91),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_675208473741353490,Wohnung in Unterhaching,138 CHF ,4.77 (22),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_714309293175762082,Privatzimmer in München,104 CHF ,4.6 (5),NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_29914721,Privatzimmer in Grasbrunn,109 CHF ,5.0 (32),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_696953185618159530,Privatzimmer in Pullach im Isartal,93 CHF ,5.0 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_28660403,Privatzimmer in München,104 CHF ,4.85 (13),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_667336549483393023,Privatzimmer in Oberschleißheim,69 CHF ,4.65 (20),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_697448681765311541,Wohnung in München,138 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_608462960865161996,Privatzimmer in Oberschleißheim,104 CHF ,5.0 (4),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_53208131,Privatzimmer in München,109 CHF ,4.95 (42),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_42375451,Hotelzimmer in München,148 CHF ,4.56 (275),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_854902392245610604,Privatzimmer in München,,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_715099439025829553,Privatzimmer in München,132 CHF ,4.67 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_795642020801209511,Privatzimmer in München,68 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_713089752039554424,Privatzimmer in München,92 CHF ,4.75 (4),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_706966501950612745,Privatzimmer in Planegg,115 CHF ,5.0 (18),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_806421526758939199,Privatzimmer in Weyarn,86 CHF ,5.0 (4),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_826034991163874180,Privatzimmer in München,75 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_28664976,Privatzimmer in München,104 CHF ,4.92 (25),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_8405825,Privatzimmer in München,92 CHF ,4.95 (22),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_51384676,Privatzimmer in Germering,75 CHF ,4.97 (39),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_8346450,Privatzimmer in München,138 CHF ,4.9 (105),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_35249362,Hotelzimmer in München,152 CHF ,4.75 (4),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_21024454,Gemeinsames Zimmer in München,81 CHF ,4.33 (25),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_20049843,Privatzimmer in München,130 CHF ,4.39 (36),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_721035681373308551,Eigentumswohnung in München,218 CHF ,4.62 (13),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_718128661668161628,Privatzimmer in München,71 CHF ,4.8 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_5779458,Wohnung in Zorneding,161 CHF ,4.55 (78),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_7550336,Wohnung in Geretsried,74 CHF ,4.83 (492),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_51396953,Privatzimmer in München,136 CHF ,4.85 (41),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_45524989,Privatzimmer in München,,4.0 (8),NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_708722206489005856,Eigentumswohnung in Ismaning,173 CHF ,5.0 (15),NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_48651893,Privatzimmer in München,144 CHF ,5.0 (6),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_751176130220374883,Privatzimmer in München,94 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_54256200,Hotelzimmer in München,131 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_761510252637302979,Hotelzimmer in Unterhaching,,Neu,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_710583506485803924,Wohnung in München,150 CHF ,5.0 (4),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_814265619744213935,Privatzimmer in München,115 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_831858616742228131,Wohnung in München,203 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_201628,Privatzimmer in München,107 CHF ,4.89 (190),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_711200430750123152,Privatzimmer in München,104 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_722329829695038459,Privatzimmer in München,158 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_694004779173727487,Wohnung in München,132 CHF ,4.82 (11),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_714180066078984694,Eigentumswohnung in Dachau,127 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_716988110721209611,Privatzimmer in München,146 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_754144014253333618,Privatzimmer in München,122 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_707267622726541111,Privatzimmer in München,95 CHF ,4.79 (19),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_48619762,Hotelzimmer in Aschheim,131 CHF ,4.71 (740),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_45525072,Privatzimmer in München,115 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_54256145,Hotelzimmer in München,141 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_6959369,Wohnung in Geretsried,74 CHF ,4.82 (598),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_660674276349579012,Wohnung in München,177 CHF ,4.34 (41),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_20275541,Privatzimmer in München,213 CHF ,4.92 (66),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_564119536287812927,Privatzimmer in Germering,86 CHF ,4.75 (16),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_613780220025794388,Tiny House in Olching,101 CHF ,5.0 (39),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_632583069076413309,Eigentumswohnung in München,132 CHF ,3.8 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_846101737333327540,Wohnung in Vaterstetten,114 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_52591075,Privatzimmer in München,142 CHF ,5.0 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_45878662,Privatzimmer in München,81 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_26094038,Privatzimmer in München,137 CHF ,4.95 (83),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_835299288883469629,Privatzimmer in Gauting,81 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_853363132943155295,Wohnung in Aschheim,139 CHF ,Neu,NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_697430348487556979,Privatzimmer in München,,4.8 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_799779183964607616,Privatzimmer in München,124 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_725015858744560959,Wohnung in München,160 CHF ,4.22 (9),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_837407868584121142,Privatzimmer in München,105 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_2540597,Privatunterkunft in München,124 CHF ,5.0 (8),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_737599665764041450,Wohnung in München,100 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_34359329,Privatzimmer in Hohenbrunn,91 CHF ,4.6 (20),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_1671501,Privatzimmer in München,132 CHF ,4.87 (47),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_708614083576374858,Privatzimmer in München,99 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_47781829,Privatzimmer in München,218 CHF ,4.9 (10),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_789896530060175397,Wohnung in München,229 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_688115832976654973,Wohnung in München,184 CHF ,4.93 (14),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_797918075354196675,Wohnung in Unterföhring,208 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_704376041687201813,Wohnung in Brunnthal,150 CHF ,4.9 (21),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_38490928,Privatzimmer in München,158 CHF ,4.97 (31),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_46268782,Hotelzimmer in München,201 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_9197744,Privatzimmer in Geretsried,66 CHF ,4.8 (559),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_839097497739749164,Wohnung in München,172 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_30459340,Hotelzimmer in München,199 CHF ,4.74 (258),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_43575923,Wohnung in München,,4.63 (27),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_806455579958156321,Wohnung in München,,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_42112326,Privatzimmer in München,144 CHF ,5.0 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_690468530641188230,Wohnung in München,144 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_796141859785014892,Hotelzimmer in München,224 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_706192955105833732,Privatzimmer in München,183 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_820388726654843286,Wohnung in München,377 CHF ,4.67 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_759901217765177173,Wohnung in Starnberg,129 CHF ,5.0 (6),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_34111111,Hotelzimmer in Vaterstetten,,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_29629976,Privatzimmer in München,132 CHF ,4.75 (28),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_28123177,Privatzimmer in München,201 CHF ,4.62 (29),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_45112489,Hotelzimmer in München,248 CHF ,4.86 (7),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_824320692718611878,Privatzimmer in München,91 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_50827929,Privatzimmer in München,237 CHF ,4.64 (28),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_26528825,Privatzimmer in München,115 CHF ,4.4 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_759797780454476418,Gemeinsames Zimmer in München,73 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_665084346707970053,Wohnung in München,98 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_49603401,Hotelzimmer in München,275 CHF ,4.78 (298),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_29652253,Privatzimmer in Geretsried,71 CHF ,4.93 (175),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_680166660757948574,Wohnung in München,143 CHF ,5.0 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_711974738241690240,Eigentumswohnung in München,154 CHF ,5.0 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_675974131475440044,Privatzimmer in München,115 CHF ,4.33 (6),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_799275238986744177,Wohnung in München,132 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_599947399463801243,Privatzimmer in München,195 CHF ,4.94 (31),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_734749492174003942,Privatzimmer in Geretsried,69 CHF ,4.67 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_34298106,Eigentumswohnung in München,329 CHF ,4.88 (41),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_51497619,Privatzimmer in München,144 CHF ,5.0 (7),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_723068370875452143,Gästehaus in München,160 CHF ,4.71 (7),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_30088642,Privatzimmer in Germering,104 CHF ,4.94 (16),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_38448811,Privatzimmer in München,274 CHF ,4.86 (7),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_831046127873225639,Hotelzimmer in Unterhaching,166 CHF ,Neu,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_802030561561791744,Hotelzimmer in München,208 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_30952485,Privatzimmer in Unterhaching,150 CHF ,4.93 (40),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_30907740,Hotelzimmer in München,199 CHF ,4.68 (34),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_34337311,Wohnung in München,,4.65 (63),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_678085581338303587,Privatzimmer in München,98 CHF ,4.86 (14),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_761508541893446732,Hotelzimmer in Unterhaching,,Neu,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_202594,Privatzimmer in Gauting,92 CHF ,4.57 (164),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_678085095618818312,Privatzimmer in München,98 CHF ,5.0 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_703514526866965727,Privatzimmer in München,139 CHF ,4.25 (8),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_49603399,Hotelzimmer in München,264 CHF ,4.88 (32),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_4931335,Wohnung in München,233 CHF ,4.66 (114),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_14899873,Privatzimmer in München,127 CHF ,4.82 (18),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_833319752301250637,Privatzimmer in München,115 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_844970163860815153,Wohnung in Dachau,115 CHF ,Neu,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_40363409,Privatzimmer in Poing,60 CHF ,4.6 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_713643626239509024,Ferienunterkunft in München,258 CHF ,4.2 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_676622236920628478,Loft in Germering,160 CHF ,4.7 (20),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_26712736,Privatzimmer in München,183 CHF ,4.94 (73),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_694235351521971515,Privatzimmer in München,155 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_38682705,Privatzimmer in München,218 CHF ,4.88 (16),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_28044087,Privatzimmer in München,150 CHF ,4.83 (47),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_719231299547006256,Privatzimmer in München,104 CHF ,,NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_29057483,Privatzimmer in München,113 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_34111297,Hotelzimmer in Vaterstetten,,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_202581,Privatzimmer in Gauting,92 CHF ,4.64 (143),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_19670333,Privatzimmer in Neubiberg,102 CHF ,4.86 (44),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_640454198453122178,Wohnung in München,138 CHF ,4.3 (10),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_38308384,Hotelzimmer in München,203 CHF ,4.24 (501),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_712899689390226107,Privatzimmer in München,132 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_26094254,Privatzimmer in Aschheim,169 CHF ,4.96 (98),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_8047348,Privatzimmer in München,152 CHF ,4.74 (19),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_698464491046228709,Privatzimmer in Germering,138 CHF ,5.0 (12),NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_815807394420962182,Wohnung in Germering,177 CHF ,Neu,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_719346118890259799,Wohnung in München,229 CHF ,5.0 (3),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_4107454,Privatzimmer in München,179 CHF ,4.97 (59),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_41710827,Wohnung in München,169 CHF ,4.55 (289),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_32375880,Hotelzimmer in München,165 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_717959876510397013,Privatzimmer in München,172 CHF ,5.0 (3),NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_41711024,Wohnung in München,175 CHF ,4.66 (663),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_661569982302016711,Wohnung in München,287 CHF ,3.8 (5),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_579268636230876574,Loft in München,483 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_726101669184270666,Privatzimmer in München,189 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_39517550,Wohnung in München,270 CHF ,4.94 (18),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_30253489,Privatzimmer in München,135 CHF ,4.85 (13),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_27944117,Privatzimmer in München,92 CHF ,4.78 (46),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_23098388,Gästesuite in Taufkirchen,212 CHF ,4.66 (63),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_826932585003393205,Wohnung in München,377 CHF ,Neu,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_655743923182260348,Privatzimmer in München,138 CHF ,,Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_664160735706482127,Hotelzimmer in München,152 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_706463591415108049,Privatzimmer in München,160 CHF ,4.57 (7),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_704004295578877826,Privatzimmer in München,218 CHF ,5.0 (7),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_52142260,Hotelzimmer in München,338 CHF ,4.66 (32),Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_15458476,Höhle in München,205 CHF ,4.93 (14),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_28783923,Wohnung in München,264 CHF ,5.0 (10),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_23798925,Hotelzimmer in München,267 CHF ,,Gewerbliche:r Vermieter:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_707173026379442122,Gemeinsames Zimmer in München,81 CHF ,,NA,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_1537237,Privatzimmer in München,159 CHF ,4.87 (87),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
2023-03-31,title_1805167,Privatzimmer in München,149 CHF ,4.55 (34),Private:r Gastgeber:in,Muenchen,2023-05-18,2023-05-19,nein
